"RH_CT_Int_Ctrl1" "RH_CT_Int_Ctrl2" "RH_CT_Int_Ctrl3" "RH_CT_Int_Ctrl4" "RH_CT_Int_BM1" "RH_CT_Int_BM2" "RH_CT_Int_BM3" "RH_CT_Int_BM4" "RH_CT_Ext_Ctrl1" "RH_CT_Ext_Ctrl2" "RH_CT_Ext_Ctrl3" "RH_CT_Ext_Ctrl4" "RH_CT_Ext_BM1" "RH_CT_Ext_BM2" "RH_CT_Ext_BM3" "RH_CT_Ext_BM4"
"SH1147236.09FU" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"SH1147770.09FU" 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0
"SH1147774.09FU" 1 0 1 0 1 0 0 0 1 0 0 0 416 9 4 1
"SH1148040.09FU" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"SH1148521.09FU" 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1149394.09FU" 0 23 8 0 12 10 25 8 3 6 0 1 10 0 0 7
"SH1149447.09FU" 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0
"SH1149503.09FU" 2 0 0 0 12 7 4 6 0 0 2 0 2 0 3 0
"SH1149678.09FU" 0 0 0 0 1 0 1 1 1 0 5 0 0 1 20 1
"SH1153593.09FU" 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0
"SH1153890.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"SH1154909.09FU" 0 0 0 1 0 0 0 0 0 0 0 0 4 0 2 0
"SH1156172.09FU" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1158599.09FU" 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0
"SH1158737.09FU" 5 0 0 6 0 0 6 6 0 5 0 0 1 3 0 1
"SH1159068.09FU" 4 0 3 0 0 0 8 11 1 19 0 0 7 6 17 2
"SH1159070.09FU" 24 5 14 53 58 20 32 29 86 16 5 65 3 33 17 57
"SH1159080.09FU" 0 10 1 3 11 9 6 2 0 0 1 15 3 11 7 27
"SH1159087.09FU" 6 0 1 1 1 4 0 4 0 0 0 0 12 4 0 0
"SH1159558.09FU" 0 0 0 4 0 0 0 0 0 0 0 0 0 0 6 0
"SH1159825.09FU" 4 4 0 0 0 0 0 0 14 14 11 52 0 0 0 0
"SH1160111.09FU" 1 0 0 0 0 0 0 0 2 0 1 15 0 2 0 0
"SH1160356.09FU" 6 12 2 38 22 17 4 1 2 0 1 0 2 0 3 13
"SH1160357.09FU" 4 0 4 12 16 6 3 6 2 3 3 60 13 0 15 10
"SH1160366.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"SH1160464.09FU" 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0
"SH1161991.09FU" 14 11 6 0 0 4 11 0 7 0 1 0 8 7 8 3
"SH1162054.09FU" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"SH1162635.09FU" 1 0 0 0 0 6 0 0 0 2 0 0 0 0 0 0
"SH1162744.09FU" 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0
"SH1162763.09FU" 0 0 0 0 0 0 2 428 0 0 0 1 0 0 0 7
"SH1162799.09FU" 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1162822.09FU" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"SH1165032.09FU" 3 0 0 0 0 0 0 2 0 0 0 0 0 22 5 23
"SH1165033.09FU" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 5
"SH1166081.09FU" 1 12 78 17 0 0 0 0 2 3 1 0 3 0 2 0
"SH1166118.09FU" 0 0 0 0 0 0 6 7 10 2 3 1 0 2 14 21
"SH1166687.09FU" 2 1 0 1 0 0 0 1 0 0 0 0 11 0 0 0
"SH1167406.09FU" 0 0 0 0 0 0 0 6 0 0 0 0 1 0 0 0
"SH1167413.09FU" 0 0 0 0 28 4 7 8 10 2 200 281 0 0 0 2
"SH1167485.09FU" 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0
"SH1167565.09FU" 9 10 10 17 468 257 33 52 9 13 10 39 29 26 56 29
"SH1168144.09FU" 1 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0
"SH1168579.09FU" 0 0 0 0 0 0 0 0 16 1 0 0 0 0 0 0
"SH1168617.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"SH1168922.09FU" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"SH1169459.09FU" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SH1169852.09FU" 0 0 0 0 0 0 0 1 1 0 0 0 0 1 2 0
"SH1169996.09FU" 14 16 4 2 0 0 15 0 7 13 0 18 6 0 6 0
"SH1169997.09FU" 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"SH1170439.09FU" 2 52 3 33 24 26 80 22 0 5 0 7 8 0 0 9
"SH1170780.09FU" 1 0 0 8 0 0 0 0 0 0 0 0 1 2 0 0
"SH1171278.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
"SH1171536.09FU" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"SH1171604.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"SH1171616.09FU" 0 0 0 2 0 0 0 26 0 0 0 0 0 0 0 0
"SH1172457.09FU" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"SH1172653.09FU" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1172739.09FU" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"SH1173246.09FU" 15 6 6 0 0 0 8 0 13 13 2 0 2 7 5 4
"SH1173311.09FU" 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"SH1174856.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"SH1175367.09FU" 1 0 79 0 0 0 0 0 0 0 0 0 0 4 0 0
"SH1175411.09FU" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"SH1175445.09FU" 3 3 0 15 6 7 2 11 3 1 4 2 16 14 13 22
"SH1175446.09FU" 0 0 0 0 0 0 0 5 0 0 0 0 0 3 1 9
"SH1175649.09FU" 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0
"SH1175905.09FU" 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0
"SH1176491.09FU" 0 0 0 0 0 9 0 0 0 0 0 0 0 0 1 0
"SH1177130.09FU" 323 358 335 570 950 607 1301 890 560 640 676 475 535 496 620 707
"SH1177238.09FU" 9 3 19 119 49 41 11 14 1643 554 1156 735 3 9 12 13
"SH1177884.09FU" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
"SH1177901.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0
"SH1178859.09FU" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1178902.09FU" 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1179176.09FU" 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1179267.09FU" 1 1 3 0 0 0 0 0 0 0 0 0 0 0 9 0
"SH1180325.09FU" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"SH1182534.09FU" 0 0 0 0 0 1 3 0 0 0 0 0 3 11 0 0
"SH1182665.09FU" 4 15 22 1 0 0 11 8 0 8 1267 22 0 1 1 0
"SH1182668.09FU" 0 0 0 2 0 0 1 1 0 5 82 19 1 0 0 69
"SH1182673.09FU" 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
"SH1182675.09FU" 2 0 15 0 3 0 0 0 0 0 0 0 1 4 11 11
"SH1182695.09FU" 18 11 1 26 2 0 45 155 1635 3 123 112 3 18 8 2
"SH1182719.09FU" 0 2 0 1 0 0 8 13 109 32 34 3 0 1 16 142
"SH1182727.09FU" 0 0 0 0 8 4 0 7 0 0 0 4 0 0 0 0
"SH1183324.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 30
"SH1183389.09FU" 0 0 1 1 8 31 0 14 0 140 1 15 0 5 83 6
"SH1183397.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 6 1 0
"SH1183416.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0
"SH1183435.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"SH1183654.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"SH1183678.09FU" 1 0 0 3 0 0 0 0 2 0 5 4 0 1 0 0
"SH1183752.09FU" 0 0 0 1 11 0 2 18 0 0 0 0 0 0 29 4
"SH1184081.09FU" 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1184160.09FU" 2 11 0 12 0 0 13 2 0 0 2 0 0 3 0 6
"SH1184161.09FU" 23 2 6 15 7 0 6 0 0 13 16 4 16 0 0 16
"SH1184885.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0
"SH1185231.09FU" 21 3 0 10 0 2 0 0 2 0 0 29 1 2 8 0
"SH1185360.09FU" 0 0 0 0 0 0 0 0 0 6 5 0 0 0 0 7
"SH1186382.09FU" 113 104 41 95 26 23 29 34 48 50 57 72 23 40 13 33
"SH1186640.09FU" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"SH1186825.09FU" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"SH1188661.09FU" 0 0 0 3 4 0 11 12 9 10 3 5 0 2 0 1
"SH1188819.09FU" 0 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"SH1188836.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 3 0
"SH1189225.09FU" 0 0 0 0 0 0 7 0 0 0 0 0 4 0 0 0
"SH1190075.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"SH1191003.09FU" 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"SH1191173.09FU" 0 0 0 0 0 0 13 11 0 0 0 0 0 0 0 3
"SH1191797.09FU" 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1192642.09FU" 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
"SH1192643.09FU" 28 29 10 37 85 62 50 53 20 23 23 39 32 71 52 51
"SH1193237.09FU" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"SH1193255.09FU" 1 7 0 2 4 5 1 17 3 4 15 10 3 7 3 7
"SH1193262.09FU" 1415 2693 1613 1778 3052 3615 2587 7428 1688 3134 1967 2633 1986 1822 1547 1730
"SH1194287.09FU" 0 26 8 12 0 0 9 1 0 6 21 1 5 11 38 2
"SH1194387.09FU" 0 0 0 0 4 0 0 0 8 5 4 11 13 28 1 13
"SH1194411.09FU" 4 10 7 4 12 6 8 15 29 7 12 2 27 49 12 38
"SH1194774.09FU" 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0
"SH1194883.09FU" 0 0 3 0 0 0 8 0 0 0 2 0 4 1 9 1
"SH1194961.09FU" 0 0 1 0 0 0 0 3 2 5 4 4 3 2 8 0
"SH1195487.09FU" 8 1 0 1 3 8 4 7 14 10 20 28 4 4 20 241
"SH1195999.09FU" 0 0 11 0 0 0 0 2 0 0 0 0 0 1 2 0
"SH1196184.09FU" 0 0 0 0 1 1 64 17 0 1 0 1 0 1 8 16
"SH1197633.09FU" 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0
"SH1197727.09FU" 0 1 0 0 54 1 17 44 0 2 0 0 0 27 0 58
"SH1198162.09FU" 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0
"SH1198289.09FU" 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"SH1198379.09FU" 4 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1198696.09FU" 5 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0
"SH1198876.09FU" 9 0 1 14 90 33 46 14 10 0 4 2 18 13 31 23
"SH1198881.09FU" 2 0 1 0 0 0 0 5 0 2 1 0 6 5 4 0
"SH1198886.09FU" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"SH1198888.09FU" 5 0 0 0 0 34 18 0 0 17 0 0 25 5 6 0
"SH1198962.09FU" 0 0 0 0 0 0 0 8 0 0 0 0 6 0 0 0
"SH1198967.09FU" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1198971.09FU" 0 0 0 0 0 0 0 0 0 0 1 0 10 6 0 0
"SH1200244.09FU" 0 0 0 0 0 0 0 0 0 0 0 5 0 2 0 0
"SH1200284.09FU" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"SH1200289.09FU" 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0
"SH1200747.09FU" 20 57 6 40 39 50 51 29 2 55 23 9 46 49 31 32
"SH1200777.09FU" 5 0 0 4 10 0 6 0 0 2 5 3 0 0 7 9
"SH1201177.09FU" 1 0 6 6 3 0 0 0 8 3 2 3 17 4 19 23
"SH1201314.09FU" 0 0 0 0 0 0 25 15 0 0 0 0 2 0 0 4
"SH1201389.09FU" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"SH1201547.09FU" 0 0 0 0 9 0 0 3 0 0 0 0 0 2 0 0
"SH1201711.09FU" 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
"SH1201771.09FU" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"SH1201790.09FU" 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 4
"SH1201793.09FU" 0 0 0 0 0 1 12 0 0 0 0 0 2 0 0 0
"SH1201798.09FU" 0 0 0 1 0 5 0 0 4 0 0 0 0 0 0 0
"SH1201805.09FU" 0 0 0 0 0 0 4 0 0 0 1 0 6 0 0 0
"SH1201940.09FU" 0 0 0 0 0 0 0 0 0 1 0 1 3 7 1 10
"SH1201942.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4
"SH1201943.09FU" 0 0 0 0 0 0 0 3 0 1 5 0 0 0 0 0
"SH1201950.09FU" 7 0 1 1 7 0 25 8 0 0 0 0 27 8 0 9
"SH1201953.09FU" 1 0 1 12 14 5 12 6 3 0 0 0 4 5 4 1
"SH1202554.09FU" 7 20 17 16 6 0 7 8 56 18 86 41 0 0 6 9
"SH1202753.09FU" 0 0 0 0 25 20 8 6 0 1 0 0 10 4 0 5
"SH1203931.09FU" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"SH1204086.09FU" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"SH1204246.09FU" 50 173 159 117 350 145 378 591 587 618 698 861 258 75 390 473
"SH1204312.09FU" 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0
"SH1204357.09FU" 0 0 0 0 0 0 0 8 11 0 0 0 0 0 0 0
"SH1204375.09FU" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"SH1204376.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0
"SH1204384.09FU" 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1204422.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 43
"SH1204426.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0
"SH1204502.09FU" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"SH1204519.09FU" 2 0 0 4 0 18 0 7 0 0 0 0 4 0 0 0
"SH1204983.09FU" 7 12 7 45 81 130 16 41 65 51 33 90 1 1 2 5
"SH1204987.09FU" 2 0 0 1 0 1 17 49 0 7 4 0 6 8 0 1
"SH1205156.09FU" 2 0 0 0 0 1 1 4 0 0 0 1 2 0 0 3
"SH1205158.09FU" 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0
"SH1205584.09FU" 2 1 1 6 60 80 8 34 1 0 1 0 35 26 9 37
"SH1205927.09FU" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1207071.09FU" 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 3
"SH1207541.09FU" 1 0 0 1 15 1 17 3 1 0 0 0 1 6 14 0
"SH1207554.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4
"SH1207557.09FU" 6 0 23 0 0 0 0 0 0 4 43 14 0 0 0 0
"SH1207588.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"SH1207605.09FU" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1207624.09FU" 199 133 193 388 56 27 120 15 54 33 157 27 11 232 200 128
"SH1207671.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0
"SH1207704.09FU" 2 0 0 0 0 0 0 0 0 0 0 0 1 1 65 10
"SH1207706.09FU" 0 1 0 6 0 0 0 0 0 1 0 0 6 1 0 0
"SH1207710.09FU" 0 0 0 0 9 1 1 1 0 0 0 0 0 0 0 0
"SH1208264.09FU" 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
"SH1208857.09FU" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1208865.09FU" 0 0 0 0 0 0 0 1 0 0 0 1 1 3 229 317
"SH1208887.09FU" 1 6 2 5 14 6 153 81 2 4 3 9 131 563 406 677
"SH1208893.09FU" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"SH1208896.09FU" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"SH1208911.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"SH1208952.09FU" 3 0 55 86 58 124 0 7 0 5 1 3 8 78 85 456
"SH1209034.09FU" 0 0 0 2 1 0 4 0 0 0 0 0 0 0 0 0
"SH1209068.09FU" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"SH1209413.09FU" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"SH1209864.09FU" 26 62 20 38 193 99 464 556 54 80 121 302 52 46 164 195
"SH1211111.09FU" 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
"SH1211556.09FU" 0 1 0 1 0 33 0 3 2 0 0 0 95 38 18 66
"SH1212890.09FU" 0 0 0 0 0 1 0 4 0 0 0 0 0 0 0 0
"SH1212932.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
"SH1212933.09FU" 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0
"SH1212956.09FU" 0 0 0 1 0 0 0 11 0 0 0 0 0 1 4 4
"SH1212974.09FU" 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0
"SH1213039.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"SH1213190.09FU" 0 0 0 0 0 0 0 0 1 246 0 3 0 0 0 0
"SH1213205.09FU" 0 0 7 5 5 7 9 25 0 39 44 0 0 1 0 0
"SH1213966.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0
"SH1214753.09FU" 0 0 0 0 0 7 0 0 0 0 0 0 0 0 7 0
"SH1214877.09FU" 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"SH1215074.09FU" 0 0 3 0 2 0 0 7 4 0 0 1 0 0 0 0
"SH1215125.09FU" 12 8 23 0 18 0 15 4 40 7 1 7 1 0 10 11
"SH1215126.09FU" 0 0 0 0 8 1 0 0 1 0 0 0 0 0 6 0
"SH1215130.09FU" 0 0 2 6 0 0 0 0 0 0 0 15 2 0 0 0
"SH1215253.09FU" 6 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"SH1216188.09FU" 7 18 31 44 95 4 60 77 47 134 173 121 34 24 23 40
"SH1216820.09FU" 6 16 1 7 14 5 525 21 7 10 3 7 10 8 26 39
"SH1217851.09FU" 1 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0
"SH1217929.09FU" 3 4 2 17 2 6 11 9 24 10 4 12 2 1 0 0
"SH1218338.09FU" 0 5 0 5 6 0 0 0 0 0 0 1 0 0 7 7
"SH1218354.09FU" 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1218564.09FU" 0 0 13 4 24 1 25 2 4 11 1 12 0 0 13 8
"SH1218747.09FU" 0 0 0 1 0 0 0 0 0 0 0 0 9 0 0 0
"SH1218792.09FU" 0 0 0 0 17 0 0 0 0 16 0 7 1 0 0 0
"SH1219075.09FU" 0 0 3 2 12 7 6 46 0 0 19 26 11 2 24 26
"SH1219454.09FU" 10 0 15 0 3 0 9 0 7 13 6 6 0 1 1 0
"SH1219458.09FU" 236 384 800 1767 897 2847 761 737 416 927 1244 1491 393 313 282 282
"SH1219482.09FU" 1 0 0 0 0 0 0 0 0 0 7 4 11 5 0 0
"SH1222566.09FU" 0 0 1 0 0 0 0 0 0 0 0 0 3 0 7 0
"SH1222585.09FU" 0 0 0 0 0 0 0 0 0 0 238 0 0 0 0 1
"SH1222589.09FU" 0 0 7 0 0 0 2 1 0 0 1 25 0 2 76 0
"SH1222591.09FU" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"SH1222616.09FU" 2 0 2 0 5 8 32 1 0 0 0 0 0 0 5 0
"SH1222881.09FU" 10 16 12 20 7 4 15 0 1 9 0 16 8 7 9 4
"SH1223269.09FU" 9 12 14 7 0 2 344 11 0 0 4 1 13 8 172 52
"SH1223334.09FU" 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0
"SH1223350.09FU" 0 1 25 3 15 33 65 24 22 48 22 21 44 9 20 10
"SH1223358.09FU" 1 9 0 0 0 0 0 5 0 1 0 0 0 0 0 3
"SH1223398.09FU" 113 114 333 214 350 400 209 347 1538 125 213 393 165 183 152 151
"SH1223446.09FU" 0 0 8 15 31 8 21 39 16 26 6 12 33 8 9 16
"SH1223447.09FU" 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10
"SH1223465.09FU" 0 0 0 0 0 17 0 0 0 0 0 0 0 0 1 5
"SH1223474.09FU" 0 0 0 0 0 4 0 2 0 0 0 0 0 0 6 0
"SH1223889.09FU" 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0
"SH1224186.09FU" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"SH1226121.09FU" 0 3 0 2 0 0 3 0 0 0 0 3 0 0 0 0
"SH1227778.09FU" 1 1 1 8 15 4 5 1 10 1 11 0 6 5 9 3
"SH1227872.09FU" 2 12 24 15 0 15 19 6 1 0 0 0 1 9 22 16
"SH1227959.09FU" 4 140 28 52 1 6 14 3 3 1 0 0 8 26 10 11
"SH1227991.09FU" 0 0 0 1 0 0 3 1 0 0 0 0 0 0 1 0
"SH1228265.09FU" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"SH1228777.09FU" 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"SH1229681.09FU" 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 1
"SH1230595.09FU" 0 1 0 0 0 1 0 0 108 226 2 2 0 0 0 0
"SH1231402.09FU" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2
"SH1231662.09FU" 3 0 1 0 0 11 0 0 0 12 0 2 2 1 7 4
"SH1231748.09FU" 9 0 2 8 0 0 0 15 0 0 4 4 1 1 1 0
"SH1232992.09FU" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"SH1233321.09FU" 2 1 75 2 15 0 23 54 38 29 71 28 47 25 46 25
"SH1233397.09FU" 423 158 114 100 15 22 36 59 38 159 125 420 155 24 8 53
"SH1234996.09FU" 0 0 0 0 0 0 86 1 1 0 0 0 0 2 17 2
"SH1234997.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0
"SH1235243.09FU" 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0
"SH1235261.09FU" 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1235872.09FU" 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0
"SH1235928.09FU" 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1235935.09FU" 16 6 1 2 85 27 47 85 8 37 2 23 0 16 31 62
"SH1236118.09FU" 0 5 17 9 0 0 0 15 0 0 6 0 0 3 0 9
"SH1236133.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0
"SH1236561.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
"SH1236566.09FU" 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1236705.09FU" 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1236709.09FU" 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1237747.09FU" 15 0 3 12 27 42 13 9 8 7 2 8 0 5 4 0
"SH1237748.09FU" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"SH1237750.09FU" 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1238234.09FU" 0 0 0 0 0 0 8 1 0 0 0 0 7 0 0 34
"SH1239294.09FU" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"SH1239303.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0
"SH1239319.09FU" 0 0 0 0 0 0 8 0 0 0 0 0 0 5 0 0
"SH1239358.09FU" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1239743.09FU" 0 1 0 0 14 14 0 2 24 0 0 0 10 15 0 12
"SH1239814.09FU" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"SH1239817.09FU" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"SH1239877.09FU" 0 0 6 0 0 0 15 7 0 0 7 0 2 0 7 8
"SH1239897.09FU" 38 59 36 188 3 3 50 21 73 128 70 30 11 28 6 40
"SH1239959.09FU" 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
"SH1240491.09FU" 1 0 5 6 13 0 0 4 38 20 29 17 3 14 0 21
"SH1240603.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"SH1240717.09FU" 1 0 4 8 1 0 5 12 23 37 24 0 0 2 3 0
"SH1241535.09FU" 1 3 2 0 4 0 0 0 1 0 1 0 1 19 6 8
"SH1243124.09FU" 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SH1243146.09FU" 0 0 0 1 0 0 2 0 0 0 5 0 0 3 4 0
"SH1243251.09FU" 0 0 0 0 0 4 0 0 0 1 6 0 2 10 6 4
"SH1243420.09FU" 0 0 0 0 0 15 0 14 0 1 0 0 3 0 0 0
"SH1243430.09FU" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
"SH1248207.09FU" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"SH1248777.09FU" 6 0 0 0 0 4 0 0 0 0 7 0 0 0 0 0
"SH1248795.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
"SH1249067.09FU" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5
"SH1249139.09FU" 0 0 0 3 0 6 0 0 8 0 0 8 8 0 0 5
"SH1249933.09FU" 0 0 0 0 0 3 3 0 0 0 0 0 2 0 0 0
"SH1249942.09FU" 1 3 1 1 0 1 26 0 0 1 0 85 0 1 7 4
"SH1250729.09FU" 0 0 0 5 0 30 0 0 0 0 0 2 0 11 0 0
"SH1251125.09FU" 0 0 0 2 0 0 0 0 0 0 0 0 20 0 0 0
"SH1252155.09FU" 0 0 7 15 0 1 0 4 0 6 1 0 0 6 3 0
"SH1252156.09FU" 13 2 7 4 0 2 4 5 10 8 105 15 1 12 35 2
