kingdom	phylum	class	order	family	genus	species
SH1301498.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	s__Alternaria_argyranthemi
SH1301795.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	s__Alternaria_photistica
SH1302303.09FU	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	s__Trechispora_hymenocystis
SH1302529.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_antarctica
SH1302567.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1302576.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1303064.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsidaceae_gen_Incertae_sedis	s__Fomitopsidaceae_sp
SH1303823.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pezizaceae_gen_Incertae_sedis	s__Pezizaceae_sp
SH1304047.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1304171.09FU	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	s__Auricularia_auricula-judae
SH1304746.09FU	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	s__Verrucaria_hegetschweileri
SH1305336.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1305340.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1305385.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Aphanoascus	s__Aphanoascus_sp
SH1305391.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Aphanoascus	s__Aphanoascus_sp
SH1305394.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Chrysosporium	s__Chrysosporium_sp
SH1305395.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Aphanoascus	s__Aphanoascus_keratinophilus
SH1305396.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Castanedomyces	s__Castanedomyces_australiensis
SH1305406.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Aphanoascus	s__Aphanoascus_mephitalis
SH1306036.09FU	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	Hoehnelomycetaceae	Atractiella	s__Atractiella_solani
SH1306523.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Gryganskiella	s__Gryganskiella_cystojenkinii
SH1306565.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_elongatula
SH1306568.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1306597.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierellaceae_gen_Incertae_sedis	s__Mortierellaceae_sp
SH1308148.09FU	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales_gen_Incertae_sedis	s__Rhizophydiales_sp
SH1308162.09FU	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Vuilleminiaceae	Vuilleminia	s__Vuilleminia_pseudocystidiata
SH1308392.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	s__Lepiota_cristata
SH1308525.09FU	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	s__Rozellomycota_sp
SH1308745.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Paurocotylis	s__Paurocotylis_sp
SH1309424.09FU	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	s__Kondoa_foliicola
SH1309797.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	s__Ascobolus_denudatus
SH1309842.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	s__Ascobolus_sp
SH1309857.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	s__Ascobolus_sp
SH1309874.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	s__Ascobolus_sp
SH1309895.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	s__Ascobolus_sp
SH1309940.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	s__Ascobolus_sp
SH1310024.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	s__Glomeraceae_sp
SH1317092.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1317225.09FU	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	s__Chytridiomycota_sp
SH1319395.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronemataceae_gen_Incertae_sedis	s__Pyronemataceae_sp
SH1319849.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pleosporales_gen_Incertae_sedis	s__Pleosporales_sp
SH1320419.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	s__Spizellomyces_sp
SH1320976.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1322839.09FU	Fungi	Ascomycota	GS35	GS35_ord_Incertae_sedis	GS35_fam_Incertae_sedis	GS35_gen_Incertae_sedis	s__GS35_sp
SH1323076.09FU	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_fam_Incertae_sedis	Auriculariales_gen_Incertae_sedis	s__Auriculariales_sp
SH1324053.09FU	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellales_fam_Incertae_sedis	Kickxellales_gen_Incertae_sedis	s__Kickxellales_sp
SH1325044.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1327938.09FU	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
SH1328990.09FU	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	s__Rozellomycota_sp
SH1329381.09FU	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthales_fam_Incertae_sedis	Diaporthales_gen_Incertae_sedis	s__Diaporthales_sp
SH1331108.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_asperellum
SH1331730.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Agaricomycetes_gen_Incertae_sedis	s__Agaricomycetes_sp
SH1331862.09FU	Fungi	Basidiomycota	Tremellomycetes	Tremellomycetes_ord_Incertae_sedis	Tremellomycetes_fam_Incertae_sedis	Tremellomycetes_gen_Incertae_sedis	s__Tremellomycetes_sp
SH1334237.09FU	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	s__Solicoccozyma_aeria
SH1339448.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Staphylotrichum	s__Staphylotrichum_acaciicola
SH1341378.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Antrodiella	s__Antrodiella_faginea
SH1342049.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_coprobium
SH1342384.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_paneum
SH1343416.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_bilaiae
SH1343499.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_nodulum
SH1345747.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_caprifimosum
SH1346041.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus	s__Cochliobolus_luttrellii
SH1346449.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Gliomastix	s__Gliomastix_roseogrisea
SH1348718.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Auxarthron	s__Auxarthron_concentricum
SH1367426.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_fluviae
SH1386328.09FU	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	s__Coniochaeta_vineae
SH1388556.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	s__Talaromyces_assiutensis
SH1389554.09FU	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	s__Filobasidium_magnum
SH1389558.09FU	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	s__Filobasidium_oeirense
SH1393505.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	s__Thelonectria_blackeriella
SH1402658.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	s__Sarocladium_kiliense
SH1437833.09FU	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces	s__Gaeumannomyces_hyphopodioides
SH1443094.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Kernia	s__Kernia_columnaris
SH1451459.09FU	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Chordomyces	s__Chordomyces_antarcticus
SH1451597.09FU	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Furcasterigmium	s__Furcasterigmium_furcatum
SH1456468.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Achroiostachys	s__Achroiostachys_betulicola
SH1462812.09FU	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	s__Coniochaeta_verticillata
SH1463760.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	s__Lycoperdon_echinatum
SH1477560.09FU	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	s__Pseudogymnoascus_roseus
SH1478004.09FU	Fungi	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Allantophomopsiella	s__Allantophomopsiella_pseudotsugae
SH1478760.09FU	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	s__Pseudogymnoascus_alpinus
SH1486987.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	s__Paraphoma_ledniceana
SH1487073.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_harzianum
SH1487282.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_parmastoi
SH1487787.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_alni
SH1488323.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_rufobrunneum
SH1490962.09FU	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Podosphaera	s__Podosphaera_fugax
SH1494429.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	s__Schizothecium_multipilosum
SH1500649.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Naviculisporaceae	Naviculispora	s__Naviculispora_terrestris
SH1531124.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	s__Neoascochyta_tardicrescens
SH1539345.09FU	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	s__Papiliotrema_flavescens
SH1539350.09FU	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	s__Papiliotrema_horticola
SH1539459.09FU	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	s__Zymoseptoria_tritici
SH1550008.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	s__Pyrenochaetopsis_kuksensis
SH1554215.09FU	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella	s__Kockovaella_chinensis
SH1580078.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Melanoleuca	s__Melanoleuca_diverticulata
SH1655668.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	s__Mucor_fragilis
SH1674954.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_ochroleucum
SH1676560.09FU	Fungi	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Amyloxenasma	s__Amyloxenasma_grisellum
SH1679215.09FU	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Spermospora	s__Spermospora_zeae
SH1679233.09FU	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Oculimacula	s__Oculimacula_yallundae
SH1679235.09FU	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Oculimacula	s__Oculimacula_yallundae
SH1681887.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	s__Microascus_atrogriseus
SH1681891.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	s__Microascus_melanosporus
SH1681939.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum	s__Cephalotrichum_lignatile
SH1682696.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	s__Knufia_tsunedae
SH1684090.09FU	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	s__Mrakia_niccombsii
SH1684158.09FU	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	s__Mrakia_cryoconiti
SH1706155.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	s__Aspergillus_westerdijkiae
SH1711253.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	s__Tricholoma_populinum
SH1711884.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	s__Tricholoma_argyraceum
SH1719525.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	s__Septoriella_pseudophragmitis
SH1719835.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	s__Septoriella_hirta
SH1748377.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_tiantangzhaiense
SH1784441.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	s__Lentamyces_parricidus
SH1785536.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Panaeolina	s__Panaeolina_foenisecii
SH1827129.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	s__Hebeloma_perexiguum
SH1827462.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	s__Hebeloma_louiseae
SH1851344.09FU	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	s__Tomentella_sp
SH1867902.09FU	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	s__Erysiphe_polygoni
SH1871410.09FU	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	s__Naganishia_diffluens
SH1885892.09FU	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora	s__Cytospora_globosa
SH1901885.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	s__Coprinellus_christianopolitanus
SH1901964.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	s__Psathyrella_piluliformoides
SH1902031.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	s__Coprinellus_sclerocystidiosus
SH1911645.09FU	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	s__Suillus_luteus
SH1914544.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	s__Agaricus_zhangyensis
SH1935488.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	s__Aspergillus_viridinutans
SH1936628.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_decumbens
SH1945221.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	s__Aspergillus_restrictus
SH1953586.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	s__Cyphellophora_vermispora
SH1969715.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	s__Trichocladium_arxii
SH1969911.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	s__Trichocladium_acropullum
SH2006307.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	s__Cordyceps_lepidopterorum
SH2006560.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Flavocillium	s__Flavocillium_bifurcatum
SH2006624.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Akanthomyces	s__Akanthomyces_muscarius
SH2019513.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Thysanorea	s__Thysanorea_curvata
SH2019764.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Thysanorea	s__Thysanorea_yunnanensis
SH2047466.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	s__Capronia_rubiginosa
SH2051945.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	s__Cortinarius_paululus
SH2062223.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	s__Talaromyces_derxii
SH2062555.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	s__Talaromyces_purpureogenus
SH2067741.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Emericellopsis	s__Emericellopsis_glabra
SH2067774.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	s__Acremonium_sordidulum
SH2075765.09FU	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	s__Cystofilobasidium_macerans
SH2086471.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Chalastospora	s__Chalastospora_gossypii
SH2086585.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	s__Alternaria_nepalensis
SH2086957.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	s__Alternaria_chlamydosporigena
SH2088875.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	s__Linnemannia_amoeboidea
SH2098607.09FU	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Vuilleminiaceae	Vuilleminia	s__Vuilleminia_alni
SH2100630.09FU	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	s__Cladosporium_halotolerans
SH2138219.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	s__Glomus_macrocarpum
SH2142531.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	s__Chaetomium_capillare
SH2142874.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	s__Chaetomium_subspirilliferum
SH2144979.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	s__Chaetomium_angustispirale
SH2145137.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	s__Botryotrichum_domesticum
SH2145297.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	s__Humicola_sardiniae
SH2145427.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	s__Chaetomium_nepalense
SH2147492.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	s__Preussia_tenerifae
SH2148807.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria	s__Sordaria_fimicola
SH2151412.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	s__Lophiostoma_scrophulariicola
SH2154304.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_persicinum
SH2156333.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	s__Aspergillus_taichungensis
SH2159568.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_expansum
SH2162386.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_turbatum
SH2164564.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	s__Stemphylium_paludiscirpi
SH2164983.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	s__Bipolaris_eleusines
SH2230655.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	s__Leptospora_galii
SH2256892.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	s__Metarhizium_brunneum
SH2286027.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	s__Talaromyces_rubrifaciens
SH2340005.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	s__Sarocladium_bactrocephalum
SH2441642.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Striatibotrys	s__Striatibotrys_yuccae
SH2495520.09FU	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	s__Gibellulopsis_nigrescens
SH2495621.09FU	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	s__Gibellulopsis_fusca
SH2499590.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	s__Aspergillus_thesauricus
SH2500109.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	s__Aspergillus_puulaauensis
SH2500732.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	s__Aspergillus_nidulans
SH2536979.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	s__Lycoperdon_lambinonii
SH2537158.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	s__Lycoperdon_ericaeum
SH2540039.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Kalmusia	s__Kalmusia_longispora
SH2540297.09FU	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Pseudallescheria	s__Pseudallescheria_boydii
SH2575709.09FU	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	s__Pseudogymnoascus_appendiculatus
SH2578853.09FU	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	s__Pseudeurotium_ovale
SH2611642.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_lacuwombatense
SH2612111.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_peberdyi
SH2613324.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	s__Trichoderma_minutisporum
