kingdom	phylum	class	order	family	genus	species
SH1264921.09FU	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromatales_fam_Incertae_sedis	Pseudomicrostroma	s__Pseudomicrostroma_phylloplanum
SH1265358.09FU	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	s__Idriella_sp
SH1265448.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Akenomyces	s__Akenomyces_costatus
SH1265949.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Rugosomyces	s__Rugosomyces_persicolor
SH1266360.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	s__Steccherinum_oreophilum
SH1266591.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae_gen_Incertae_sedis	s__Herpotrichiellaceae_sp
SH1266651.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	s__Exophiala_opportunistica
SH1266670.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	s__Exophiala_bonariae
SH1266691.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	s__Exophiala_sp
SH1266697.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	s__Veronaea_sp
SH1266811.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Thysanorea	s__Thysanorea_melanica
SH1267397.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1267603.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Chlorophyllum	s__Chlorophyllum_olivieri
SH1268439.09FU	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Phaeoclavulina	s__Phaeoclavulina_abietina
SH1268983.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Paecilomyces	s__Paecilomyces_sp
SH1268988.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	s__Purpureocillium_lilacinum
SH1269969.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Agaricales_gen_Incertae_sedis	s__Agaricales_sp
SH1269980.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	s__Coprinus_vosoustii
SH1270141.09FU	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Gomphaceae_gen_Incertae_sedis	s__Gomphaceae_sp
SH1270155.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1270566.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1270676.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	s__Mucor_hiemalis
SH1270678.09FU	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	s__Mucor_hiemalis
SH1270710.09FU	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	s__Rozellomycota_sp
SH1270871.09FU	Fungi	Ascomycota	Sordariomycetes	Branch06	Branch06_fam_Incertae_sedis	Branch06_gen_Incertae_sedis	s__Branch06_sp
SH1270891.09FU	Fungi	Ascomycota	Sordariomycetes	Branch06	Branch06_fam_Incertae_sedis	Branch06_gen_Incertae_sedis	s__Branch06_sp
SH1270894.09FU	Fungi	Ascomycota	Sordariomycetes	Branch06	Branch06_fam_Incertae_sedis	Branch06_gen_Incertae_sedis	s__Branch06_sp
SH1271007.09FU	Fungi	Ascomycota	Sordariomycetes	Branch06	Branch06_fam_Incertae_sedis	Branch06_gen_Incertae_sedis	s__Branch06_sp
SH1271028.09FU	Fungi	Ascomycota	Sordariomycetes	Branch06	Branch06_fam_Incertae_sedis	Branch06_gen_Incertae_sedis	s__Branch06_sp
SH1271096.09FU	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	s__Kondoa_sorbi
SH1271845.09FU	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	s__Ophiognomonia_alni-cordatae
SH1271886.09FU	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	s__Ophiognomonia_melanostyla
SH1272059.09FU	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Itersonilia	s__Itersonilia_pannonica
SH1272061.09FU	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Itersonilia	s__Itersonilia_perplexans
SH1272137.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_tuxtlaensis
SH1272151.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_sp
SH1272155.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	s__Conocybe_sp
SH1272333.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierellaceae_gen_Incertae_sedis	s__Mortierellaceae_sp
SH1272334.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierellaceae_gen_Incertae_sedis	s__Mortierellaceae_sp
SH1272338.09FU	Fungi	Mortierellomycota	Mortierellomycota_cls_Incertae_sedis	Mortierellomycota_ord_Incertae_sedis	Mortierellomycota_fam_Incertae_sedis	Mortierellomycota_gen_Incertae_sedis	s__Mortierellomycota_sp
SH1272702.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Lindtneria	s__Lindtneria_sp
SH1272809.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Agaricales_gen_Incertae_sedis	s__Agaricales_sp
SH1273392.09FU	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	s__Geminibasidium_sp
SH1273419.09FU	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	s__Geminibasidium_sp
SH1273617.09FU	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Phaeocytostroma	s__Phaeocytostroma_ambiguum
SH1274036.09FU	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	s__Diaporthe_sp
SH1274460.09FU	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Phaeoclavulina	s__Phaeoclavulina_minutispora
SH1274754.09FU	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS08	GS08_fam_Incertae_sedis	GS08_gen_Incertae_sedis	s__GS08_sp
SH1274846.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_sp
SH1274848.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_caledonium
SH1274885.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_sp
SH1274886.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_caledonium
SH1274920.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_sp
SH1274950.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_sp
SH1274963.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	s__Glomeraceae_sp
SH1274980.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_mosseae
SH1274982.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_sp
SH1274998.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_sp
SH1275018.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	s__Glomeraceae_sp
SH1275037.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_sp
SH1275038.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_mosseae
SH1275043.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_sp
SH1275048.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_sp
SH1275051.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_mosseae
SH1275058.09FU	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	s__Funneliformis_mosseae
SH1275068.09FU	Fungi	Basidiomycota	Ustilaginomycetes	Violaceomycetales	Violaceomycetales_fam_Incertae_sedis	Violaceomycetales_gen_Incertae_sedis	s__Violaceomycetales_sp
SH1275512.09FU	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	s__Geastrum_striatum
SH1275695.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	s__Beauveria_sp
SH1275702.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	s__Beauveria_sp
SH1275709.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordycipitaceae_gen_Incertae_sedis	s__Cordycipitaceae_sp
SH1275725.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	s__Beauveria_sp
SH1275744.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	s__Beauveria_sp
SH1275749.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	s__Beauveria_sp
SH1275775.09FU	Fungi	Basidiomycota	Agaricomycetes	Boletales	Tapinellaceae	Tapinella	s__Tapinella_atrotomentosa
SH1276113.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1276307.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1276355.09FU	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	s__Scytalidium_circinatum
SH1276376.09FU	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	s__Scytalidium_album
SH1276431.09FU	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	s__Scytalidium_sp
SH1276732.09FU	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	s__Fungi_sp
SH1276871.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1277085.09FU	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbiliaceae_gen_Incertae_sedis	s__Orbiliaceae_sp
SH1277101.09FU	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Vermispora	s__Vermispora_sp
SH1277406.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1277435.09FU	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	s__Tetracladium_sp
SH1277450.09FU	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Helotiales_gen_Incertae_sedis	s__Helotiales_sp
SH1277878.09FU	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiales_fam_Incertae_sedis	Rhizophydiales_gen_Incertae_sedis	s__Rhizophydiales_sp
SH1278544.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Marquandomyces	s__Marquandomyces_marquandii
SH1278550.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Marquandomyces	s__Marquandomyces_marquandii
SH1278556.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1278563.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Marquandomyces	s__Marquandomyces_marquandii
SH1278566.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Marquandomyces	s__Marquandomyces_marquandii
SH1278567.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Clavicipitaceae_gen_Incertae_sedis	s__Clavicipitaceae_sp
SH1278625.09FU	Fungi	Basidiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	s__Basidiomycota_sp
SH1278839.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Bolbitius	s__Bolbitius_sp
SH1278922.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1278965.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Amniculicolaceae	Amniculicolaceae_gen_Incertae_sedis	s__Amniculicolaceae_sp
SH1278970.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Amniculicolaceae	Murispora	s__Murispora_sp
SH1279263.09FU	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Basidioascus	s__Basidioascus_persicus
SH1279567.09FU	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Oxyporus	s__Oxyporus_piceicola
SH1280129.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	s__Cladophialophora_sp
SH1280150.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	s__Cladophialophora_sp
SH1280476.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	s__Cladophialophora_sp
SH1280788.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	s__Gymnopus_androsaceus
SH1280912.09FU	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	s__Geastrum_triplex
SH1281039.09FU	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Marchandiobasidium	s__Marchandiobasidium_sp
SH1281078.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	s__Mortierella_sp
SH1281467.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	s__Cortinarius_sp
SH1282460.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	s__Cortinarius_russulaespermus
SH1282800.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	s__Cortinarius_desertorum
SH1283130.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	s__Cortinarius_paludosaniosus
SH1283872.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	s__Cortinarius_ammophiloides
SH1285550.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	s__Peziza_sp
SH1286367.09FU	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	s__Taphrina_carpini
SH1286653.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	s__Talaromyces_columbinus
SH1286656.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	s__Talaromyces_piceae
SH1286657.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	s__Talaromyces_infraolivaceus
SH1287173.09FU	Fungi	Ascomycota	Lecanoromycetes	Lecanoromycetes_ord_Incertae_sedis	Lecanoromycetes_fam_Incertae_sedis	Lecanoromycetes_gen_Incertae_sedis	s__Lecanoromycetes_sp
SH1287386.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Agaricales_gen_Incertae_sedis	s__Agaricales_sp
SH1287462.09FU	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Tubeufiaceae_gen_Incertae_sedis	s__Tubeufiaceae_sp
SH1287476.09FU	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Tubeufiaceae_gen_Incertae_sedis	s__Tubeufiaceae_sp
SH1287757.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Pezizales_gen_Incertae_sedis	s__Pezizales_sp
SH1287762.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Pezizales_gen_Incertae_sedis	s__Pezizales_sp
SH1287837.09FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pterulaceae	Pterula	s__Pterula_gracilis
SH1288592.09FU	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	s__Hypoxylon_macrocarpum
SH1289145.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	s__Rhinocladiella_sp
SH1289239.09FU	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	s__Rhinocladiella_sp
SH1289712.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronemataceae_gen_Incertae_sedis	s__Pyronemataceae_sp
SH1289722.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronemataceae_gen_Incertae_sedis	s__Pyronemataceae_sp
SH1290210.09FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Laetiporus	s__Laetiporus_sp
SH1290366.09FU	Fungi	Neocallimastigomycota	Neocallimastigomycota_cls_Incertae_sedis	Neocallimastigomycota_ord_Incertae_sedis	Neocallimastigomycota_fam_Incertae_sedis	Neocallimastigomycota_gen_Incertae_sedis	s__Neocallimastigomycota_sp
SH1290475.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	s__Scutellinia_sp
SH1290490.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	s__Scutellinia_sp
SH1290503.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	s__Scutellinia_sp
SH1290507.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	s__Scutellinia_sp
SH1290509.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronemataceae_gen_Incertae_sedis	s__Pyronemataceae_sp
SH1290537.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	s__Scutellinia_sp
SH1290591.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronemataceae_gen_Incertae_sedis	s__Pyronemataceae_sp
SH1290595.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	s__Scutellinia_sp
SH1290607.09FU	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	s__Monosporascus_sp
SH1290750.09FU	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Phylloscypha	s__Phylloscypha_retrocurvatoides
SH1290928.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	s__Niesslia_indica
SH1291514.09FU	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	s__Paxillus_ammoniavirescens
SH1291522.09FU	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	s__Paxillus_involutus
SH1291669.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	s__Acremonium_sclerotigenum
SH1291689.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	s__Acremonium_dichromosporum
SH1291692.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
SH1291720.09FU	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	s__Ascomycota_sp
SH1291776.09FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Minimedusa	s__Minimedusa_polyspora
SH1291829.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	s__Pseudopithomyces_rosae
SH1292389.09FU	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	s__Geastrum_fornicatum
SH1292559.09FU	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydiaceae_gen_Incertae_sedis	s__Rhizophydiaceae_sp
SH1292848.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	s__Neocamarosporium_lamiacearum
SH1292943.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Subplenodomus	s__Subplenodomus_urticae
SH1294046.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_olsonii
SH1294059.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Xanthothecium	s__Xanthothecium_peruvianum
SH1294067.09FU	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Kendrickiella	s__Kendrickiella_phycomyces
SH1294077.09FU	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	s__Penicillium_sp
SH1294078.09FU	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arachnomycetaceae	Arachnomyces	s__Arachnomyces_sp
SH1294753.09FU	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	s__Leucosporidium_drummii
SH1294808.09FU	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis	Microbotryomycetes_gen_Incertae_sedis	s__Microbotryomycetes_sp
SH1294810.09FU	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryales_fam_Incertae_sedis	Microbotryales_gen_Incertae_sedis	s__Microbotryales_sp
SH1294876.09FU	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	s__Leucosporidium_intermedium
SH1295140.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pleosporaceae_gen_Incertae_sedis	s__Pleosporaceae_sp
SH1295141.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	s__Pyrenophora_tritici-repentis
SH1295646.09FU	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	s__Cystofilobasidium_infirmominiatum
SH1295652.09FU	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	s__Cystofilobasidium_macerans
SH1298464.09FU	Fungi	Basidiomycota	Ustilaginomycetes	Urocystidales	Urocystidaceae	Urocystis	s__Urocystis_agropyri
SH1298634.09FU	Fungi	Ascomycota	Eurotiomycetes	Coryneliales	Coryneliaceae	Coryneliaceae_gen_Incertae_sedis	s__Coryneliaceae_sp
SH1298655.09FU	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	s__Dactylella_sp
SH1298756.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	s__Leptosphaeria_maculans
SH1298821.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	s__Plenodomus_pimpinellae
SH1298867.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	s__Plenodomus_biglobosus
SH1298977.09FU	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Trichothecium	s__Trichothecium_crotocinigenum
SH1299108.09FU	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Necromortierella	s__Necromortierella_dichotoma
SH1300252.09FU	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	s__Trechispora_sp
SH1300486.09FU	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Athallia	s__Athallia_cerinella
SH1300809.09FU	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Remersonia	s__Remersonia_thermophila
SH1301038.09FU	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	s__Arthrobotrys_reticulatus
SH1301041.09FU	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbiliaceae_gen_Incertae_sedis	s__Orbiliaceae_sp
SH1301048.09FU	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	s__Orbilia_elegans
SH1301414.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	s__Alternaria_metachromatica
SH1301493.09FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	s__Alternaria_brassicae
